Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
trbC,2,-1.3717,0.34429,0.999995,d1,HE654725.1,37047,39339,-,gene-SL1344_P2_0050,SL1344_P2_0050,5bc
SL1344_P3_0005,1,-2.1043,0.245776,0.999995,d1,HE654726.1,2856,3063,-,gene-SL1344_P3_0005,SL1344_P3_0005,5bc
sulII,1,-2.0146,0.299128,0.999995,d1,HE654726.1,26,842,-,gene-SL1344_P3_0001,SL1344_P3_0001,5bc
traB,3,-0.40074,0.462551,0.999995,d1,HE654724.1,27797,29219,-,gene-SL1344_P1_0028,SL1344_P1_0028,5bc
traB,3,-0.40074,0.462551,0.999995,d1,HE654725.1,84946,85480,-,gene-SL1344_P2_0102,SL1344_P2_0102,5bc
yfgA,2,-1.9871,0.381431,0.999995,d1,FQ312003.1,2655116,2656121,-,gene-SL1344_2486,SL1344_2486,5bc
SL1344_P1_0036,2,-0.59168,0.381431,0.999995,d1,HE654724.1,33258,33729,+,gene-SL1344_P1_0036,SL1344_P1_0036,5bc
pefA,2,-0.53925,0.381431,0.999995,d1,HE654724.1,79754,80273,+,gene-SL1344_P1_0087,SL1344_P1_0087,5bc
aspA,1,-1.9048,0.302787,0.999995,d1,FQ312003.1,4591525,4592962,-,gene-SL1344_4263,SL1344_4263,5bc
traL,2,-0.57814,0.381431,0.999995,d1,HE654724.1,30533,30845,-,gene-SL1344_P1_0031,SL1344_P1_0031,5bc
traL,2,-0.57814,0.381431,0.999995,d1,HE654725.1,58118,58466,-,gene-SL1344_P2_0069,SL1344_P2_0069,5bc
sogL,2,-0.69336,0.381431,0.999995,d1,HE654725.1,58483,62251,-,gene-SL1344_P2_0071,SL1344_P2_0071,5bc
pilV,4,-0.50668,0.529042,0.999995,d1,HE654725.1,71002,72295,-,gene-SL1344_P2_0085,SL1344_P2_0085,5bc
traD,2,-0.64269,0.381431,0.999995,d1,HE654724.1,7372,9535,-,gene-SL1344_P1_0007,SL1344_P1_0007,5bc
trcD,2,-0.5016,0.381431,0.999995,d1,HE654725.1,83429,83996,-,gene-SL1344_P2_0100,SL1344_P2_0100,5bc
SL1344_2507,2,-0.84421,0.381431,0.999995,d1,FQ312003.1,2681301,2682033,-,gene-SL1344_2507,SL1344_2507,5bc
rfbH,1,-2.5657,0.317914,0.999995,d1,FQ312003.1,2168640,2169954,-,gene-SL1344_2067,SL1344_2067,5bc
dcuB,1,-1.1618,0.339067,0.999995,d1,FQ312003.1,4568398,4569739,-,gene-SL1344_4238,SL1344_4238,5bc
finP,2,-0.83055,0.462551,0.999995,d1,HE654724.1,32229,32397,+,gene-finP,,5bc
rfbG,1,-1.7045,0.342833,0.999995,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,5bc
cpxR,1,-1.2744,0.358564,0.999995,d1,FQ312003.1,4291183,4291882,-,gene-SL1344_4008,SL1344_4008,5bc
SL1344_3750,6,0.21975,0.724715,0.730565,d1,FQ312003.1,4005260,4005734,-,gene-SL1344_3750,SL1344_3750,5bc
rfbV,1,-1.0936,0.381431,0.999995,d1,FQ312003.1,2165333,2166335,-,gene-SL1344_2064,SL1344_2064,5bc
SL1344_3227,2,-0.48849,0.530955,0.999995,d1,FQ312003.1,3444174,3445089,+,gene-SL1344_3227,SL1344_3227,5bc
ytfM,1,-1.0354,0.381431,0.999995,d1,FQ312003.1,4666632,4668366,+,gene-SL1344_4342,SL1344_4342,5bc
rfbP,1,-1.154,0.381431,0.999995,d1,FQ312003.1,2158645,2160076,-,gene-SL1344_2059,SL1344_2059,5bc
yaeA,1,-0.99483,0.381431,0.999995,d1,HE654725.1,4554,4788,+,gene-SL1344_P2_0007,SL1344_P2_0007,5bc
traS,3,-0.80571,0.722938,0.999995,d1,HE654724.1,10678,11173,-,gene-SL1344_P1_0009,SL1344_P1_0009,5bc
traS,3,-0.80571,0.722938,0.999995,d1,HE654725.1,53205,53394,-,gene-SL1344_P2_0062,SL1344_P2_0062,5bc
hybG,2,-1.5821,0.60967,0.964642,d1,FQ312003.1,3327904,3328153,-,gene-SL1344_3117,SL1344_3117,5bc
yjfQ,2,-0.72142,0.707932,0.999995,d1,FQ312003.1,4643525,4644281,-,gene-SL1344_4314,SL1344_4314,5bc
pilT,2,-0.49047,0.707932,0.999995,d1,FQ312003.1,3280648,3281629,-,gene-SL1344_3074,SL1344_3074,5bc
pilT,2,-0.49047,0.707932,0.999995,d1,HE654725.1,72935,73496,-,gene-SL1344_P2_0087,SL1344_P2_0087,5bc
srmB,1,-1.3314,0.471464,0.999995,d1,FQ312003.1,2783315,2784650,+,gene-SL1344_2607,SL1344_2607,5bc
spvR,1,-0.88168,0.482337,0.999995,d1,HE654724.1,61519,62413,+,gene-SL1344_P1_0066,SL1344_P1_0066,5bc
mobA,2,-1.3846,0.739686,0.999995,d1,FQ312003.1,4223633,4224218,-,gene-SL1344_3942,SL1344_3942,5bc
mobA,2,-1.3846,0.739686,0.999995,d1,HE654726.1,3337,5467,-,gene-SL1344_P3_0008,SL1344_P3_0008,5bc
SL1344_P1_0018,1,-0.9056,0.530955,0.999995,d1,HE654724.1,20310,20619,-,gene-SL1344_P1_0018,SL1344_P1_0018,5bc
ydgA,1,-0.91705,0.530955,0.999995,d1,FQ312003.1,1496052,1497561,-,gene-SL1344_1396,SL1344_1396,5bc
ydgA,1,-0.91705,0.530955,0.999995,d1,HE654725.1,30310,31360,+,gene-SL1344_P2_0044,SL1344_P2_0044,5bc
argB,2,-0.45129,0.7674,0.999995,d1,FQ312003.1,4361962,4362739,+,gene-SL1344_4072,SL1344_4072,5bc
trbD,1,-0.76632,0.544858,0.999995,d1,HE654724.1,26988,27234,-,gene-SL1344_P1_0026,SL1344_P1_0026,5bc
slsA,2,-0.26196,0.783305,0.999995,d1,FQ312003.1,3981152,3981833,+,gene-SL1344_3726,SL1344_3726,5bc
lamB,2,-0.43101,0.793321,0.999995,d1,FQ312003.1,4473369,4474728,+,gene-SL1344_4168,SL1344_4168,5bc
traX,1,-0.74411,0.608374,0.999995,d1,HE654724.1,638,1334,-,gene-SL1344_P1_0002,SL1344_P1_0002,5bc
traX,1,-0.74411,0.608374,0.999995,d1,HE654725.1,46891,47476,-,gene-SL1344_P2_0057,SL1344_P2_0057,5bc
pitA,1,-2.3563,0.60967,0.999995,d1,FQ312003.1,3779940,3781314,+,gene-SL1344_3554,SL1344_3554,5bc
yjiX,1,-1.4064,0.680846,0.999995,d1,FQ312003.1,4807849,4808053,-,gene-SL1344_4462,SL1344_4462,5bc
ytgA,2,-0.3386,0.8935,0.999995,d1,FQ312003.1,4734973,4735462,-,gene-SL1344_4402,SL1344_4402,5bc
rarD,2,-0.37469,0.9037,0.999995,d1,FQ312003.1,4181607,4182492,-,gene-SL1344_3909,SL1344_3909,5bc
spvC,1,-0.78035,0.707932,0.999995,d1,HE654724.1,66046,66655,+,gene-SL1344_P1_0069,SL1344_P1_0069,5bc
yjeM,3,-0.34336,0.962864,0.999995,d1,FQ312003.1,4607878,4609381,+,gene-SL1344_4282,SL1344_4282,5bc
ard,1,-0.85625,0.724715,0.999995,d1,HE654725.1,28330,28846,+,gene-SL1344_P2_0041,SL1344_P2_0041,5bc
SL1344_P1_0064,1,-0.80139,0.735578,0.999995,d1,HE654724.1,58659,59685,+,gene-SL1344_P1_0064,SL1344_P1_0064,5bc
yigG,2,-0.39034,0.962864,0.999995,d1,FQ312003.1,4181114,4181573,-,gene-SL1344_3908,SL1344_3908,5bc
traQ,1,-0.65896,0.7674,0.999995,d1,HE654724.1,15914,16208,-,gene-SL1344_P1_0013,SL1344_P1_0013,5bc
traQ,1,-0.65896,0.7674,0.999995,d1,HE654725.1,53912,54440,-,gene-SL1344_P2_0064,SL1344_P2_0064,5bc
traU,1,-0.61124,0.7674,0.999995,d1,HE654724.1,20637,21630,-,gene-SL1344_P1_0019,SL1344_P1_0019,5bc
traU,1,-0.61124,0.7674,0.999995,d1,HE654725.1,49287,52332,-,gene-SL1344_P2_0060,SL1344_P2_0060,5bc
prgI,1,-0.91182,0.7674,0.999995,d1,FQ312003.1,3038650,3038893,-,gene-SL1344_2853,SL1344_2853,5bc
stbA,1,-0.88639,0.7674,0.999995,d1,FQ312003.1,383886,384423,-,gene-SL1344_0335,SL1344_0335,5bc
stbA,1,-0.88639,0.7674,0.999995,d1,HE654725.1,15467,16442,+,gene-SL1344_P2_0021,SL1344_P2_0021,5bc
malP,1,-0.62709,0.7674,0.999995,d1,FQ312003.1,3695434,3697828,-,gene-SL1344_3481,SL1344_3481,5bc
traJ,1,-0.57335,0.771524,0.999995,d1,HE654724.1,31584,32271,-,gene-SL1344_P1_0034,SL1344_P1_0034,5bc
traJ,1,-0.57335,0.771524,0.999995,d1,HE654725.1,63193,64342,-,gene-SL1344_P2_0074,SL1344_P2_0074,5bc
dsdA,1,-0.60411,0.776132,0.999995,d1,FQ312003.1,4025765,4027088,+,gene-SL1344_3770,SL1344_3770,5bc
rfbN,1,-0.69018,0.783305,0.999995,d1,FQ312003.1,2163007,2163952,-,gene-SL1344_2062,SL1344_2062,5bc
traV,1,-0.67069,0.793321,0.999995,d1,HE654724.1,26476,26992,-,gene-SL1344_P1_0025,SL1344_P1_0025,5bc
traV,1,-0.67069,0.793321,0.999995,d1,HE654725.1,48673,49288,-,gene-SL1344_P2_0059,SL1344_P2_0059,5bc
rnr,1,-1.5183,0.818443,0.999995,d1,FQ312003.1,4631643,4634082,+,gene-SL1344_4301,SL1344_4301,5bc
glgA,1,-0.75573,0.818443,0.999995,d1,FQ312003.1,3722700,3724134,-,gene-SL1344_3502,SL1344_3502,5bc
galR,1,-0.79418,0.862935,0.999995,d1,FQ312003.1,3192085,3193114,+,gene-SL1344_2989,SL1344_2989,5bc
gatC,1,-0.59207,0.886618,0.999995,d1,FQ312003.1,3449602,3450976,+,gene-SL1344_3233,SL1344_3233,5bc
SL1344_3959,3,-0.38564,0.999995,0.964642,d1,FQ312003.1,4243536,4244400,-,gene-SL1344_3959,SL1344_3959,5bc
oat,1,-1.3604,0.8935,0.999995,d1,FQ312003.1,3405499,3406789,+,gene-SL1344_3191,SL1344_3191,5bc
SL1344_0846,1,-0.63535,0.8935,0.999995,d1,FQ312003.1,941969,943655,-,gene-SL1344_0846,SL1344_0846,5bc
pnp,1,-2.1743,0.8935,0.999995,d1,FQ312003.1,3469951,3472087,-,gene-SL1344_3255,SL1344_3255,5bc
traC,1,-1.0665,0.8935,0.999995,d1,HE654724.1,22616,25265,-,gene-SL1344_P1_0022,SL1344_P1_0022,5bc
traC,1,-1.0665,0.8935,0.999995,d1,HE654725.1,84009,84693,-,gene-SL1344_P2_0101,SL1344_P2_0101,5bc
yafB,1,-0.68257,0.8935,0.999995,d1,HE654725.1,5712,6315,-,gene-SL1344_P2_0010,SL1344_P2_0010,5bc
strB,1,-0.43735,0.939486,0.999995,d1,HE654726.1,7014,7860,-,gene-SL1344_P3_0013,SL1344_P3_0013,5bc
sapF,1,-1.524,0.962864,0.999995,d1,FQ312003.1,1745013,1745820,+,gene-SL1344_1626,SL1344_1626,5bc
traA,1,-0.40235,0.962864,0.999995,d1,HE654724.1,30859,31222,-,gene-SL1344_P1_0032,SL1344_P1_0032,5bc
traA,1,-0.40235,0.962864,0.999995,d1,HE654725.1,85921,86209,-,gene-SL1344_P2_0103,SL1344_P2_0103,5bc
SL1344_3487,1,-0.44379,0.962864,0.999995,d1,FQ312003.1,3704446,3706000,-,gene-SL1344_3487,SL1344_3487,5bc
rbsB,1,-0.37807,0.962864,0.999995,d1,FQ312003.1,4115897,4116788,+,gene-SL1344_3851,SL1344_3851,5bc
SL1344_4136,1,-0.41384,0.971293,0.999995,d1,FQ312003.1,4443480,4444113,-,gene-SL1344_4136,SL1344_4136,5bc
ypfG,1,-0.58316,0.971293,0.999995,d1,FQ312003.1,2583636,2584680,-,gene-SL1344_2439,SL1344_2439,5bc
stpA,1,-0.53778,0.971293,0.999995,d1,FQ312003.1,2969800,2970202,-,gene-SL1344_2783,SL1344_2783,5bc
siiD,1,-0.73392,0.971293,0.999995,d1,FQ312003.1,4502471,4503749,+,gene-SL1344_4196,SL1344_4196,5bc
rbsC,1,-0.42757,0.971293,0.999995,d1,FQ312003.1,4114907,4115873,+,gene-SL1344_3850,SL1344_3850,5bc
tsf,1,-0.89881,0.971293,0.999995,d1,FQ312003.1,255275,256127,+,gene-SL1344_0218,SL1344_0218,5bc
torD,1,-0.4304,0.977085,0.999995,d1,FQ312003.1,4041498,4042131,-,gene-SL1344_3787,SL1344_3787,5bc
glnE,1,-0.37972,0.977085,0.999995,d1,FQ312003.1,3384744,3387588,-,gene-SL1344_3174,SL1344_3174,5bc
SL1344_1982,3,-0.33856,0.999995,0.999995,d1,FQ312003.1,2084161,2086330,+,gene-SL1344_1982,SL1344_1982,5bc
SL1344_4052,4,-0.1627,0.999995,0.999995,d1,FQ312003.1,4335721,4336720,-,gene-SL1344_4052,SL1344_4052,5bc
gshA,1,-0.98361,0.999995,0.999995,d1,FQ312003.1,2989510,2991067,-,gene-SL1344_2803,SL1344_2803,5bc
siiB,1,-0.42725,0.999995,0.999995,d1,FQ312003.1,4499777,4501166,+,gene-SL1344_4194,SL1344_4194,5bc
SL1344_2211,1,-0.53524,0.999995,0.999995,d1,FQ312003.1,2333079,2334321,-,gene-SL1344_2211,SL1344_2211,5bc
ycjF,1,-0.52419,0.999995,0.999995,d1,FQ312003.1,1734722,1735784,-,gene-SL1344_1614,SL1344_1614,5bc
yjaG,1,-0.63194,0.999995,0.999995,d1,FQ312003.1,4407262,4407853,+,gene-SL1344_4108,SL1344_4108,5bc
rtcB,1,-0.42568,0.999995,0.999995,d1,FQ312003.1,3702884,3704102,-,gene-SL1344_3486,SL1344_3486,5bc
iolH,1,-0.47438,0.999995,0.999995,d1,FQ312003.1,4700821,4701706,+,gene-SL1344_4366,SL1344_4366,5bc
ybbY,1,-0.48219,0.999995,0.999995,d1,FQ312003.1,584865,586164,+,gene-SL1344_0517,SL1344_0517,5bc
yiaH,1,-0.39258,0.999995,0.999995,d1,FQ312003.1,3864681,3865677,+,gene-SL1344_3623,SL1344_3623,5bc
SL1344_4178,1,-0.33699,0.999995,0.999995,d1,FQ312003.1,4483853,4485164,+,gene-SL1344_4178,SL1344_4178,5bc
stiA,1,-0.3706,0.999995,0.999995,d1,FQ312003.1,208378,208918,-,gene-SL1344_0178,SL1344_0178,5bc
nhaR,1,-0.40137,0.999995,0.999995,d1,FQ312003.1,47417,48317,+,gene-SL1344_0041,SL1344_0041,5bc
yncC,1,-0.41028,0.999995,0.999995,d1,FQ312003.1,1632949,1633615,-,gene-SL1344_1519,SL1344_1519,5bc
narQ,1,-0.40686,0.999995,0.999995,d1,FQ312003.1,2589477,2591178,+,gene-SL1344_2443,SL1344_2443,5bc
stiB,1,-0.47009,0.999995,0.999995,d1,FQ312003.1,207647,208331,-,gene-SL1344_0177,SL1344_0177,5bc
ygiR,1,-0.29232,0.999995,0.999995,d1,FQ312003.1,3349641,3351813,-,gene-SL1344_3142,SL1344_3142,5bc
yafA,1,-0.3854,0.999995,0.999995,d1,HE654725.1,5162,5657,-,gene-SL1344_P2_0009,SL1344_P2_0009,5bc
SL1344_2258,1,-0.3757,0.999995,0.999995,d1,FQ312003.1,2393755,2394559,-,gene-SL1344_2258,SL1344_2258,5bc
ybaJ,1,-0.35386,0.999995,0.999995,d1,FQ312003.1,527864,528239,-,gene-SL1344_0467,SL1344_0467,5bc
SL1344_P1_0043,1,-1.2408,0.999995,0.999995,d1,HE654724.1,40716,41151,-,gene-SL1344_P1_0043,SL1344_P1_0043,5bc
SL1344_4001,1,-0.34101,0.999995,0.999995,d1,FQ312003.1,4284830,4286138,-,gene-SL1344_4001,SL1344_4001,5bc
fumA,1,-0.63349,0.999995,0.999995,d1,FQ312003.1,1499038,1500685,+,gene-SL1344_1398,SL1344_1398,5bc
SL1344_0741,2,-0.30006,0.999995,0.999995,d1,FQ312003.1,826599,827526,-,gene-SL1344_0741,SL1344_0741,5bc
iclR,1,-0.54917,0.999995,0.999995,d1,FQ312003.1,4428499,4429324,-,gene-SL1344_4122,SL1344_4122,5bc
SL1344_0431,1,-0.38072,0.999995,0.999995,d1,FQ312003.1,489741,491253,+,gene-SL1344_0431,SL1344_0431,5bc
pefI,1,-0.32205,0.999995,0.999995,d1,HE654724.1,85725,85938,+,gene-SL1344_P1_0092,SL1344_P1_0092,5bc
SL1344_4253,1,-0.42365,0.999995,0.999995,d1,FQ312003.1,4583139,4583433,+,gene-SL1344_4253,SL1344_4253,5bc
yjgN,2,-0.29483,0.999995,0.999995,d1,FQ312003.1,4736266,4737454,+,gene-SL1344_4404,SL1344_4404,5bc
ydeZ,4,-0.2247,0.999995,0.999995,d1,FQ312003.1,4307507,4308509,+,gene-SL1344_4025,SL1344_4025,5bc
truB,1,-0.27171,0.999995,0.999995,d1,FQ312003.1,3472748,3473693,-,gene-SL1344_3257,SL1344_3257,5bc
yfhL,1,-0.3822,0.999995,0.999995,d1,FQ312003.1,2719406,2719667,+,gene-SL1344_2538,SL1344_2538,5bc
ydiM,1,-0.37408,0.999995,0.999995,d1,FQ312003.1,1399803,1401015,-,gene-SL1344_1296,SL1344_1296,5bc
prc,1,-0.67831,0.999995,0.999995,d1,FQ312003.1,1898701,1900750,-,gene-SL1344_1774,SL1344_1774,5bc
fimW,1,-0.28625,0.999995,0.999995,d1,FQ312003.1,612193,612790,-,gene-SL1344_0545,SL1344_0545,5bc
yedE,1,-0.32459,0.999995,0.999995,d1,FQ312003.1,2011309,2012575,+,gene-SL1344_1894,SL1344_1894,5bc
rumA,1,-0.34355,0.999995,0.999995,d1,FQ312003.1,3126628,3127924,-,gene-SL1344_2938,SL1344_2938,5bc
ysaA,1,-0.32192,0.999995,0.999995,d1,FQ312003.1,3875333,3875807,-,gene-SL1344_3631,SL1344_3631,5bc
treF,1,-0.29132,0.999995,0.999995,d1,FQ312003.1,3796898,3798548,+,gene-SL1344_3568,SL1344_3568,5bc
SL1344_1672,1,-0.31952,0.999995,0.999995,d1,FQ312003.1,1791591,1792374,-,gene-SL1344_1672,SL1344_1672,5bc
SL1344_0706,1,-0.26821,0.999995,0.999995,d1,FQ312003.1,788324,790103,+,gene-SL1344_0706,SL1344_0706,5bc
eutP,1,-0.26512,0.999995,0.999995,d1,FQ312003.1,2575738,2576218,-,gene-SL1344_2432,SL1344_2432,5bc
fadB,1,-0.21956,0.999995,0.999995,d1,FQ312003.1,4210854,4213044,-,gene-SL1344_3936,SL1344_3936,5bc
galF,1,-0.32153,0.999995,0.999995,d1,FQ312003.1,2176671,2177694,-,gene-SL1344_2075,SL1344_2075,5bc
yhbY,1,-0.27002,0.999995,0.999995,d1,FQ312003.1,3488896,3489190,+,gene-SL1344_3270,SL1344_3270,5bc
SL1344_0160,1,-0.27024,0.999995,0.999995,d1,FQ312003.1,188510,189353,-,gene-SL1344_0160,SL1344_0160,5bc
SL1344_3896,1,-0.28364,0.999995,0.999995,d1,FQ312003.1,4171104,4171647,+,gene-SL1344_3896,SL1344_3896,5bc
cadC,1,-0.28072,0.999995,0.999995,d1,FQ312003.1,2694347,2695892,+,gene-SL1344_2519,SL1344_2519,5bc
rfaZ,1,-0.24236,0.999995,0.999995,d1,FQ312003.1,3932120,3932930,-,gene-SL1344_3681,SL1344_3681,5bc
stbD,1,-0.26469,0.999995,0.999995,d1,FQ312003.1,379182,380508,-,gene-SL1344_0332,SL1344_0332,5bc
allP,2,-0.25195,0.999995,0.97368,d1,FQ312003.1,581912,583367,+,gene-SL1344_0515,SL1344_0515,5bc
trpS,1,-0.40463,0.999995,0.999995,d1,FQ312003.1,3657765,3658770,-,gene-SL1344_3448,SL1344_3448,5bc
yjfK,1,-0.47211,0.999995,0.999995,d1,FQ312003.1,4637195,4637879,+,gene-SL1344_4306,SL1344_4306,5bc
sanA,1,-0.23166,0.999995,0.999995,d1,FQ312003.1,2277942,2278662,+,gene-SL1344_2161,SL1344_2161,5bc
yjeJ,4,-0.24056,0.999995,0.999995,d1,FQ312003.1,4597982,4598840,-,gene-SL1344_4269,SL1344_4269,5bc
