Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Chromosome,Start,End,Strand,ID,locus_tag,num_control_bcs
prgH,2,-1.6693,5e-05,1.0,d1,FQ312003.1,3038917,3040096,-,gene-SL1344_2854,SL1344_2854,15bc
rfaL,2,-1.4701,5e-05,1.0,d1,FQ312003.1,3929603,3930818,+,gene-SL1344_3679,SL1344_3679,15bc
menC,2,-1.4896,5e-05,1.0,d1,FQ312003.1,2410752,2411715,-,gene-SL1344_2275,SL1344_2275,15bc
lrhA,2,-1.4231,5e-05,1.0,d1,FQ312003.1,2437840,2438779,-,gene-SL1344_2299,SL1344_2299,15bc
ssaR,4,-0.66647,0.002288,0.61478,d1,FQ312003.1,1455595,1456243,+,gene-SL1344_1353,SL1344_1353,15bc
rfbI,2,-1.5304,5e-05,1.0,d1,FQ312003.1,2171834,2172827,-,gene-SL1344_2070,SL1344_2070,15bc
nrdG,2,-0.99983,5e-05,1.0,d1,FQ312003.1,4712550,4713015,-,gene-SL1344_4381,SL1344_4381,15bc
yhbE,2,-1.2871,5e-05,1.0,d1,FQ312003.1,3492822,3493833,-,gene-SL1344_3274,SL1344_3274,15bc
tufB,2,-2.0487,5e-05,1.0,d1,FQ312003.1,4381933,4383118,+,gene-SL1344_4085,SL1344_4085,15bc
hybC,1,-3.0807,5e-05,1.0,d1,FQ312003.1,3329489,3331193,-,gene-SL1344_3121,SL1344_3121,15bc
frdC,1,-2.5183,5e-05,1.0,d1,FQ312003.1,4603429,4603825,-,gene-SL1344_4278,SL1344_4278,15bc
rfc,2,-0.57053,5e-05,1.0,d1,FQ312003.1,1366939,1368163,-,gene-SL1344_1266,SL1344_1266,15bc
hha,1,-4.5477,5e-05,1.0,d1,FQ312003.1,527618,527837,-,gene-SL1344_0466,SL1344_0466,15bc
ybeX,1,-8.6456,5e-05,1.0,d1,FQ312003.1,731140,732019,-,gene-SL1344_0656,SL1344_0656,15bc
adhP,2,-0.46735,5e-05,1.0,d1,FQ312003.1,1604727,1605657,+,gene-SL1344_1497,SL1344_1497,15bc
panF,2,-0.68608,5e-05,1.0,d1,FQ312003.1,3573685,3575137,+,gene-SL1344_3355,SL1344_3355,15bc
iscA,1,-6.4238,5e-05,1.0,d1,FQ312003.1,2678486,2678810,-,gene-SL1344_2503,SL1344_2503,15bc
mdoH,3,-1.0968,0.024454,1.0,d1,FQ312003.1,1194086,1196630,+,gene-SL1344_1088,SL1344_1088,15bc
ssrA,5,-0.30976,0.034193,0.682573,d1,FQ312003.1,1433687,1436450,-,gene-SL1344_1326,SL1344_1326,15bc
lpp,1,-4.3292,5e-05,1.0,d1,FQ312003.1,1416230,1416467,-,gene-SL1344_1311,SL1344_1311,15bc
hybE,1,-2.6281,5e-05,1.0,d1,FQ312003.1,3328514,3329003,-,gene-SL1344_3119,SL1344_3119,15bc
steC,2,-0.29159,0.157439,1.0,d1,FQ312003.1,1747009,1748383,-,gene-SL1344_1628,SL1344_1628,15bc
rfbF,1,-2.613,5e-05,1.0,d1,FQ312003.1,2171064,2171838,-,gene-SL1344_2069,SL1344_2069,15bc
acrB,1,-3.707,5e-05,1.0,d1,FQ312003.1,528734,531884,-,gene-SL1344_0468,SL1344_0468,15bc
pstS,1,-3.9969,5e-05,1.0,d1,FQ312003.1,4084895,4085936,-,gene-SL1344_3824,SL1344_3824,15bc
focA,1,-2.1156,5e-05,1.0,d1,FQ312003.1,1014004,1014862,-,gene-SL1344_0911,SL1344_0911,15bc
rfbG,1,-2.4701,5e-05,1.0,d1,FQ312003.1,2169980,2171060,-,gene-SL1344_2068,SL1344_2068,15bc
rfbX,1,-2.9164,5e-05,1.0,d1,FQ312003.1,2166339,2167632,-,gene-SL1344_2065,SL1344_2065,15bc
rfbV,1,-2.1782,5e-05,1.0,d1,FQ312003.1,2165333,2166335,-,gene-SL1344_2064,SL1344_2064,15bc
rfbA,1,-4.9984,5e-05,1.0,d1,FQ312003.1,2173384,2174263,-,gene-SL1344_2072,SL1344_2072,15bc
lysP,1,-2.0426,5e-05,1.0,d1,FQ312003.1,2296603,2298073,-,gene-SL1344_2177,SL1344_2177,15bc
fadD,3,-0.41871,0.125811,0.998267,d1,FQ312003.1,1872786,1874472,-,gene-SL1344_1747,SL1344_1747,15bc
gntR,1,-2.7672,5e-05,1.0,d1,FQ312003.1,3733488,3734484,-,gene-SL1344_3509,SL1344_3509,15bc
cyaA,1,-6.4092,5e-05,1.0,d1,FQ312003.1,4167911,4170458,+,gene-SL1344_3894,SL1344_3894,15bc
xerC,1,-3.37,5e-05,1.0,d1,FQ312003.1,4175331,4176234,+,gene-SL1344_3903,SL1344_3903,15bc
SL1344_2326,1,-3.8274,5e-05,1.0,d1,FQ312003.1,2464893,2466300,-,gene-SL1344_2326,SL1344_2326,15bc
rfbU,1,-1.5852,5e-05,1.0,d1,FQ312003.1,2163952,2165014,-,gene-SL1344_2063,SL1344_2063,15bc
purA,1,-5.3351,5e-05,1.0,d1,FQ312003.1,4629675,4630974,+,gene-SL1344_4299,SL1344_4299,15bc
recA,1,-3.2591,5e-05,1.0,d1,FQ312003.1,2997429,2998491,-,gene-SL1344_2809,SL1344_2809,15bc
rne,1,-2.8115,5e-05,1.0,d1,FQ312003.1,1224495,1227699,-,gene-SL1344_1122,SL1344_1122,15bc
yabN,3,-0.2761,0.396514,0.998267,d1,FQ312003.1,126850,128509,-,gene-SL1344_0109,SL1344_0109,15bc
ytfM,1,-1.1224,5e-05,1.0,d1,FQ312003.1,4666632,4668366,+,gene-SL1344_4342,SL1344_4342,15bc
malQ,1,-0.98338,5e-05,1.0,d1,FQ312003.1,3693346,3695425,-,gene-SL1344_3480,SL1344_3480,15bc
rfbK,1,-1.6038,5e-05,1.0,d1,FQ312003.1,2160147,2161581,-,gene-SL1344_2060,SL1344_2060,15bc
cpsB2,1,-1.0792,5e-05,1.0,d1,FQ312003.1,2161567,2163007,-,gene-SL1344_2061,SL1344_2061,15bc
oxyR,1,-1.0479,5e-05,1.0,d1,FQ312003.1,4364517,4365435,+,gene-SL1344_4074,SL1344_4074,15bc
SL1344_4471,1,-0.94087,5e-05,1.0,d1,FQ312003.1,4819137,4820148,+,gene-SL1344_4471,SL1344_4471,15bc
proA,1,-1.1513,5e-05,1.0,d1,FQ312003.1,366907,368158,+,gene-SL1344_0318,SL1344_0318,15bc
yqjA,1,-2.1333,5e-05,1.0,d1,FQ312003.1,3415898,3416561,+,gene-SL1344_3199,SL1344_3199,15bc
yiiD,1,-1.9226,5e-05,1.0,d1,FQ312003.1,4260082,4261072,+,gene-SL1344_3975,SL1344_3975,15bc
nhaB,1,-0.84483,5e-05,1.0,d1,FQ312003.1,1863680,1865225,+,gene-SL1344_1734,SL1344_1734,15bc
queF,1,-0.75953,5e-05,1.0,d1,FQ312003.1,3139343,3140192,+,gene-SL1344_2948,SL1344_2948,15bc
repC,1,-0.39249,5e-05,1.0,d1,HE654724.1,92241,92487,-,gene-SL1344_P1_0102,SL1344_P1_0102,15bc
repC,1,-0.39249,5e-05,1.0,d1,HE654726.1,1149,1998,-,gene-SL1344_P3_0003,SL1344_P3_0003,15bc
recO,1,-0.67828,5e-05,1.0,d1,FQ312003.1,2720901,2721630,-,gene-SL1344_2541,SL1344_2541,15bc
orgC,1,-0.66109,5e-05,1.0,d1,FQ312003.1,3035914,3036367,-,gene-SL1344_2848,SL1344_2848,15bc
SL1344_1565,1,-1.2071,5e-05,1.0,d1,FQ312003.1,1682183,1682915,+,gene-SL1344_1565,SL1344_1565,15bc
phsA,1,-0.58975,5e-05,1.0,d1,FQ312003.1,2136389,2138666,-,gene-SL1344_2041,SL1344_2041,15bc
SL1344_1602,4,-0.26196,0.616818,1.0,d1,FQ312003.1,1722494,1723607,+,gene-SL1344_1602,SL1344_1602,15bc
ilvE,1,-0.50045,5e-05,1.0,d1,FQ312003.1,4132441,4133371,+,gene-SL1344_3863,SL1344_3863,15bc
SL1344_1458,1,-0.56293,5e-05,1.0,d1,FQ312003.1,1562008,1562551,-,gene-SL1344_1458,SL1344_1458,15bc
metJ,1,-0.8614,5e-05,1.0,d1,FQ312003.1,4330568,4330886,-,gene-SL1344_4048,SL1344_4048,15bc
proB,1,-0.55338,5e-05,1.0,d1,FQ312003.1,365792,366896,+,gene-SL1344_0317,SL1344_0317,15bc
yncB,1,-0.80652,5e-05,1.0,d1,FQ312003.1,1633948,1634986,-,gene-SL1344_1520,SL1344_1520,15bc
traH,1,-0.43423,5e-05,1.0,d1,HE654724.1,14007,15390,-,gene-SL1344_P1_0011,SL1344_P1_0011,15bc
traH,1,-0.43423,5e-05,1.0,d1,HE654725.1,65153,65612,-,gene-SL1344_P2_0076,SL1344_P2_0076,15bc
cyoA,1,-0.50632,5e-05,1.0,d1,FQ312003.1,496676,497633,-,gene-SL1344_0437,SL1344_0437,15bc
SL1344_1554,1,-0.44351,5e-05,1.0,d1,FQ312003.1,1670111,1671455,-,gene-SL1344_1554,SL1344_1554,15bc
SL1344_2110,1,-0.53333,5e-05,1.0,d1,FQ312003.1,2224445,2225162,+,gene-SL1344_2110,SL1344_2110,15bc
sifA,1,-0.45698,5e-05,1.0,d1,FQ312003.1,1265985,1266996,-,gene-SL1344_1161,SL1344_1161,15bc
hemX,1,-0.43438,5e-05,1.0,d1,FQ312003.1,4164665,4165835,-,gene-SL1344_3891,SL1344_3891,15bc
SL1344_0035,2,-2.2054,0.157439,0.234408,d1,FQ312003.1,38772,39534,-,gene-SL1344_0035,SL1344_0035,15bc
yeeF,1,-0.57879,5e-05,1.0,d1,FQ312003.1,2143541,2144906,-,gene-SL1344_2045,SL1344_2045,15bc
sseC,1,-0.40729,5e-05,1.0,d1,FQ312003.1,1441848,1443303,+,gene-SL1344_1334,SL1344_1334,15bc
pncB,1,-0.41722,5e-05,1.0,d1,FQ312003.1,1053397,1054600,-,gene-SL1344_0941,SL1344_0941,15bc
topA,1,-0.38825,5e-05,1.0,d1,FQ312003.1,1766644,1769242,-,gene-SL1344_1646,SL1344_1646,15bc
hdeB,1,-0.46692,5e-05,1.0,d1,FQ312003.1,1600410,1600740,-,gene-SL1344_1492,SL1344_1492,15bc
clpA,1,-0.36433,0.485363,1.0,d1,FQ312003.1,979234,981511,+,gene-SL1344_0884,SL1344_0884,15bc
SL1344_1459,1,-0.39465,0.485363,1.0,d1,FQ312003.1,1563369,1564386,+,gene-SL1344_1459,SL1344_1459,15bc
iolC,1,-0.62451,0.485363,1.0,d1,FQ312003.1,4692996,4694934,-,gene-SL1344_4361,SL1344_4361,15bc
glpD,1,-0.41917,0.485363,1.0,d1,FQ312003.1,3710051,3711560,+,gene-SL1344_3493,SL1344_3493,15bc
SL1344_1560,1,-0.32232,0.485363,1.0,d1,FQ312003.1,1677003,1677720,-,gene-SL1344_1560,SL1344_1560,15bc
SL1344_2754,1,-0.4396,0.485363,1.0,d1,FQ312003.1,2933552,2934419,+,gene-SL1344_2754,SL1344_2754,15bc
pilU,1,-0.32497,0.485363,1.0,d1,HE654725.1,72294,72951,-,gene-SL1344_P2_0086,SL1344_P2_0086,15bc
SL1344_1300,1,-0.32711,0.485363,1.0,d1,FQ312003.1,1406408,1406819,+,gene-SL1344_1300,SL1344_1300,15bc
SL1344_2412,1,-0.37893,0.485363,1.0,d1,FQ312003.1,2557410,2557836,-,gene-SL1344_2412,SL1344_2412,15bc
orgA,2,-0.48597,0.157439,0.998267,d1,FQ312003.1,3037000,3037600,-,gene-SL1344_2850,SL1344_2850,15bc
SL1344_2751,1,-0.58095,0.485363,1.0,d1,FQ312003.1,2930360,2930999,-,gene-SL1344_2751,SL1344_2751,15bc
SL1344_1198,1,-0.30285,0.485363,1.0,d1,FQ312003.1,1302692,1303340,+,gene-SL1344_1198,SL1344_1198,15bc
trpE,1,-0.35178,0.485363,1.0,d1,FQ312003.1,1775402,1776965,+,gene-SL1344_1654,SL1344_1654,15bc
ydcP,1,-0.31135,0.687829,0.998267,d1,FQ312003.1,1650488,1652453,-,gene-SL1344_1534,SL1344_1534,15bc
SL1344_3991,1,-0.2686,0.687829,0.998267,d1,FQ312003.1,4274278,4274845,+,gene-SL1344_3991,SL1344_3991,15bc
SL1344_2586,1,-0.27377,0.687829,0.998267,d1,FQ312003.1,2764016,2764298,-,gene-SL1344_2586,SL1344_2586,15bc
sseF,1,-0.28758,0.687829,0.998267,d1,FQ312003.1,1444826,1445609,+,gene-SL1344_1338,SL1344_1338,15bc
ssaI,1,-0.24895,0.687829,0.998267,d1,FQ312003.1,1446883,1447132,+,gene-SL1344_1342,SL1344_1342,15bc
smpA,1,-0.27103,0.687829,0.998267,d1,FQ312003.1,2836261,2836600,+,gene-SL1344_2657,SL1344_2657,15bc
nikB,2,-0.4035,0.157439,0.963874,d1,HE654725.1,34311,37011,+,gene-SL1344_P2_0049,SL1344_P2_0049,15bc
oppA,1,-0.26492,0.687829,0.998267,d1,FQ312003.1,1796460,1798092,-,gene-SL1344_1677,SL1344_1677,15bc
yafA,1,-0.23975,0.687829,0.998267,d1,HE654725.1,5162,5657,-,gene-SL1344_P2_0009,SL1344_P2_0009,15bc
SL1344_1778,1,-0.25774,0.687829,0.998267,d1,FQ312003.1,1903425,1906065,+,gene-SL1344_1778,SL1344_1778,15bc
SL1344_3934,3,0.18742,0.396514,0.315161,d1,FQ312003.1,4207661,4209485,+,gene-SL1344_3934,SL1344_3934,15bc
SL1344_1484,1,-0.22568,0.687829,0.998267,d1,FQ312003.1,1587257,1588724,-,gene-SL1344_1484,SL1344_1484,15bc
yigM,1,-0.22517,0.687829,0.998267,d1,FQ312003.1,4189317,4190217,+,gene-SL1344_3917,SL1344_3917,15bc
sseE,1,-0.23896,0.687829,0.998267,d1,FQ312003.1,1443908,1444325,+,gene-SL1344_1336,SL1344_1336,15bc
ycfS,1,-0.23046,0.687829,0.998267,d1,FQ312003.1,1253923,1254889,-,gene-SL1344_1152,SL1344_1152,15bc
yecG,1,-0.20636,0.687829,0.998267,d1,FQ312003.1,1980420,1980849,+,gene-SL1344_1861,SL1344_1861,15bc
sucA,1,-0.35394,0.687829,0.998267,d1,FQ312003.1,801155,803957,+,gene-SL1344_0718,SL1344_0718,15bc
SL1344_0702,2,-0.2075,0.157439,0.234408,d1,FQ312003.1,784575,785472,+,gene-SL1344_0702,SL1344_0702,15bc
yhhL,1,-0.2272,0.687829,0.998267,d1,FQ312003.1,3762251,3762524,+,gene-SL1344_3538,SL1344_3538,15bc
rfaZ,1,-0.27965,0.687829,0.998267,d1,FQ312003.1,3932120,3932930,-,gene-SL1344_3681,SL1344_3681,15bc
sseI,1,-0.22555,0.687829,0.998267,d1,FQ312003.1,1096292,1097261,+,gene-SL1344_0991,SL1344_0991,15bc
SL1344_1795,1,-0.18773,0.687829,0.998267,d1,FQ312003.1,1918289,1918904,+,gene-SL1344_1795,SL1344_1795,15bc
phsC,1,-0.21243,0.687829,0.998267,d1,FQ312003.1,2135035,2135800,-,gene-SL1344_2039,SL1344_2039,15bc
nifJ,1,-0.18248,0.687829,0.998267,d1,FQ312003.1,1698977,1702502,+,gene-SL1344_1581,SL1344_1581,15bc
SL1344_1976,2,-0.35579,0.157439,1.0,d1,FQ312003.1,2078784,2079774,+,gene-SL1344_1976,SL1344_1976,15bc
SL1344_2550,1,-0.17122,0.687829,0.998267,d1,FQ312003.1,2731023,2731602,-,gene-SL1344_2550,SL1344_2550,15bc
yciT,1,-0.2041,0.687829,0.998267,d1,FQ312003.1,1755764,1756517,+,gene-SL1344_1636,SL1344_1636,15bc
SL1344_1568,2,-0.26569,0.157439,0.963874,d1,FQ312003.1,1685742,1686405,+,gene-SL1344_1568,SL1344_1568,15bc
pspE,1,-0.17853,0.687829,0.998267,d1,FQ312003.1,1737326,1737641,-,gene-SL1344_1616,SL1344_1616,15bc
ydgF,1,-0.17016,0.687829,0.998267,d1,FQ312003.1,1517103,1517466,+,gene-SL1344_1412,SL1344_1412,15bc
strB,2,-0.25498,0.157439,1.0,d1,HE654726.1,7014,7860,-,gene-SL1344_P3_0013,SL1344_P3_0013,15bc
pfkB,1,-0.18295,0.687829,0.998267,d1,FQ312003.1,1361942,1362875,-,gene-SL1344_1261,SL1344_1261,15bc
glgC,1,-0.17112,0.687829,0.998267,d1,FQ312003.1,3724133,3725429,-,gene-SL1344_3503,SL1344_3503,15bc
kup,1,-0.16141,0.687829,0.998267,d1,FQ312003.1,4110904,4112773,+,gene-SL1344_3847,SL1344_3847,15bc
lplA,1,-0.24156,0.687829,0.998267,d1,FQ312003.1,4851992,4853009,-,gene-SL1344_4503,SL1344_4503,15bc
ssaE,1,-0.15215,0.687829,0.998267,d1,FQ312003.1,1439946,1440189,+,gene-SL1344_1330,SL1344_1330,15bc
pflB,1,-0.16992,0.687829,0.998267,d1,FQ312003.1,1011662,1013945,-,gene-SL1344_0910,SL1344_0910,15bc
SL1344_1867,1,-0.14371,0.687829,0.998267,d1,FQ312003.1,1986383,1986719,+,gene-SL1344_1867,SL1344_1867,15bc
ssaD,1,-0.15799,0.687829,0.998267,d1,FQ312003.1,1438727,1439939,+,gene-SL1344_1329,SL1344_1329,15bc
nhaR,1,-0.14908,0.687829,0.998267,d1,FQ312003.1,47417,48317,+,gene-SL1344_0041,SL1344_0041,15bc
ssrB,1,-0.13494,0.687829,0.998267,d1,FQ312003.1,1433018,1433657,-,gene-SL1344_1325,SL1344_1325,15bc
luxS,1,-0.12669,0.687829,0.998267,d1,FQ312003.1,2988845,2989361,-,gene-SL1344_2802,SL1344_2802,15bc
pgtB,1,-0.13,0.687829,0.998267,d1,FQ312003.1,2506213,2508220,-,gene-SL1344_2365,SL1344_2365,15bc
bapA,1,-0.11818,1.0,0.978695,d1,FQ312003.1,2838767,2850242,+,gene-SL1344_2661,SL1344_2661,15bc
ycfM,1,-0.11709,1.0,0.916737,d1,FQ312003.1,1247294,1247933,+,gene-SL1344_1144,SL1344_1144,15bc
SL1344_3097,1,-0.16413,1.0,0.916737,d1,FQ312003.1,3303096,3304281,-,gene-SL1344_3097,SL1344_3097,15bc
degQ,1,-0.10791,1.0,0.916737,d1,FQ312003.1,3536833,3538201,+,gene-SL1344_3320,SL1344_3320,15bc
astB,1,-0.10734,1.0,0.8394,d1,FQ312003.1,1342769,1344113,+,gene-SL1344_1241,SL1344_1241,15bc
trbC,2,-0.076706,0.687829,0.36965,d1,HE654724.1,19687,20326,-,gene-SL1344_P1_0017,SL1344_P1_0017,15bc
trbC,2,-0.076706,0.687829,0.36965,d1,HE654725.1,37047,39339,-,gene-SL1344_P2_0050,SL1344_P2_0050,15bc
hrpA,1,-0.10551,1.0,0.8394,d1,FQ312003.1,1688186,1692089,-,gene-SL1344_1571,SL1344_1571,15bc
ydeJ,2,0.14517,0.687829,0.234408,d1,FQ312003.1,1549229,1549757,-,gene-SL1344_1444,SL1344_1444,15bc
ycaJ,1,-0.11567,1.0,0.8394,d1,FQ312003.1,998756,1000100,+,gene-SL1344_0900,SL1344_0900,15bc
yliD,1,-0.1059,1.0,0.8394,d1,FQ312003.1,921787,922699,+,gene-SL1344_0827,SL1344_0827,15bc
traU,2,-0.26549,0.687829,0.822868,d1,HE654724.1,20637,21630,-,gene-SL1344_P1_0019,SL1344_P1_0019,15bc
traU,2,-0.26549,0.687829,0.822868,d1,HE654725.1,49287,52332,-,gene-SL1344_P2_0060,SL1344_P2_0060,15bc
sinR,3,0.29461,0.396514,0.319954,d1,FQ312003.1,348087,349035,+,gene-SL1344_0300,SL1344_0300,15bc
ybgH,1,-0.15365,1.0,0.8394,d1,FQ312003.1,775648,777130,-,gene-SL1344_0691,SL1344_0691,15bc
SL1344_1873,1,-0.14114,1.0,0.8394,d1,FQ312003.1,1990695,1992135,-,gene-SL1344_1873,SL1344_1873,15bc
SL1344_1071,1,-0.08418,1.0,0.8394,d1,FQ312003.1,1179254,1180361,+,gene-SL1344_1071,SL1344_1071,15bc
SL1344_1761,1,-0.0852,1.0,0.8394,d1,FQ312003.1,1887925,1888786,+,gene-SL1344_1761,SL1344_1761,15bc
SL1344_3325,1,-0.076048,1.0,0.8394,d1,FQ312003.1,3543256,3543511,-,gene-SL1344_3325,SL1344_3325,15bc
ynfL,2,-0.090903,0.687829,0.516341,d1,FQ312003.1,1520927,1521827,+,gene-SL1344_1417,SL1344_1417,15bc
wcaC,1,-0.069531,1.0,0.8394,d1,FQ312003.1,2193981,2195199,-,gene-SL1344_2090,SL1344_2090,15bc
SL1344_1489,1,-0.063474,1.0,0.8394,d1,FQ312003.1,1595044,1597573,-,gene-SL1344_1489,SL1344_1489,15bc
SL1344_4523,2,0.34911,0.687829,0.090587,d1,FQ312003.1,4874312,4874984,-,gene-SL1344_4523,SL1344_4523,15bc
SL1344_1464,1,-0.064229,1.0,0.770251,d1,FQ312003.1,1567241,1567541,-,gene-SL1344_1464,SL1344_1464,15bc
ldhA,1,-0.05741,1.0,0.770251,d1,FQ312003.1,1696881,1697871,+,gene-SL1344_1577,SL1344_1577,15bc
pqaA,3,0.16334,0.396514,0.501135,d1,FQ312003.1,1576635,1578192,-,gene-SL1344_1473,SL1344_1473,15bc
marT,1,-0.043139,1.0,0.770251,d1,FQ312003.1,3979511,3980300,-,gene-SL1344_3725,SL1344_3725,15bc
sseBa,1,-0.042702,1.0,0.770251,d1,FQ312003.1,1440785,1441376,+,gene-SL1344_1332,SL1344_1332,15bc
yiiG,6,0.35878,0.950452,0.185183,d1,FQ312003.1,4271800,4272859,+,gene-SL1344_3988,SL1344_3988,15bc
tqsA,2,-0.16017,1.0,0.963874,d1,FQ312003.1,1515651,1516686,-,gene-SL1344_1411,SL1344_1411,15bc
SL1344_1983,1,-0.033106,1.0,0.689298,d1,FQ312003.1,2086386,2088117,+,gene-SL1344_1983,SL1344_1983,15bc
SL1344_1330A,1,-0.034231,1.0,0.689298,d1,FQ312003.1,1366410,1366617,+,gene-SL1344_1330A,SL1344_1330A,15bc
SL1344_1567,2,-0.25324,1.0,1.0,d1,FQ312003.1,1683728,1685279,+,gene-SL1344_1567,SL1344_1567,15bc
yfeA,2,0.47185,1.0,0.090587,d1,FQ312003.1,2524273,2526463,-,gene-SL1344_2378,SL1344_2378,15bc
SL1344_0987,1,-0.024204,1.0,0.689298,d1,FQ312003.1,1089343,1092694,+,gene-SL1344_0987,SL1344_0987,15bc
ygiR,2,0.31854,1.0,0.234408,d1,FQ312003.1,3349641,3351813,-,gene-SL1344_3142,SL1344_3142,15bc
selB,1,-0.030769,1.0,0.689298,d1,FQ312003.1,3892160,3894011,-,gene-SL1344_3647,SL1344_3647,15bc
misL,1,-0.022217,1.0,0.689298,d1,FQ312003.1,3976074,3978942,+,gene-SL1344_3723,SL1344_3723,15bc
SL1344_1599,2,-0.22468,1.0,0.963874,d1,FQ312003.1,1718052,1720035,-,gene-SL1344_1599,SL1344_1599,15bc
SL1344_3499,1,-0.018468,1.0,0.689298,d1,FQ312003.1,3718351,3719257,+,gene-SL1344_3499,SL1344_3499,15bc
orf245,1,-0.020556,1.0,0.689298,d1,FQ312003.1,1420908,1421646,-,gene-SL1344_1315,SL1344_1315,15bc
thiK,1,-0.013791,1.0,0.689298,d1,FQ312003.1,1247913,1248738,+,gene-SL1344_1145,SL1344_1145,15bc
yeaM,1,-0.012085,1.0,0.689298,d1,FQ312003.1,1313039,1313834,+,gene-SL1344_1215,SL1344_1215,15bc
SL1344_1482,1,-0.010551,1.0,0.689298,d1,FQ312003.1,1584771,1585680,+,gene-SL1344_1482,SL1344_1482,15bc
tdk,1,-0.0042978,1.0,0.689298,d1,FQ312003.1,1802855,1803473,-,gene-SL1344_1681,SL1344_1681,15bc
SL1344_1469,2,-0.3152,1.0,1.0,d1,FQ312003.1,1572185,1573277,+,gene-SL1344_1469,SL1344_1469,15bc
recQ,1,-0.0010378,1.0,0.689298,d1,FQ312003.1,4184102,4185950,+,gene-SL1344_3912,SL1344_3912,15bc
wcaK,3,-0.088141,0.396514,0.963874,d1,FQ312003.1,2180373,2181654,-,gene-SL1344_2078,SL1344_2078,15bc
yceA,1,0.0061095,1.0,0.689298,d1,FQ312003.1,1199896,1200949,+,gene-SL1344_1093,SL1344_1093,15bc
yceA,1,0.0061095,1.0,0.689298,d1,HE654725.1,19489,19711,+,gene-SL1344_P2_0028,SL1344_P2_0028,15bc
SL1344_2703,1,0.0093991,1.0,0.689298,d1,FQ312003.1,2884484,2884712,-,gene-SL1344_2703,SL1344_2703,15bc
SL1344_4468,2,0.87477,1.0,0.090587,d1,FQ312003.1,4816440,4817220,+,gene-SL1344_4468,SL1344_4468,15bc
ssaQ,2,-0.062542,1.0,0.719728,d1,FQ312003.1,1454559,1455528,+,gene-SL1344_1352,SL1344_1352,15bc
pgtA,1,0.017959,1.0,0.689298,d1,FQ312003.1,2504976,2506224,-,gene-SL1344_2364,SL1344_2364,15bc
ydgI,1,0.018911,1.0,0.689298,d1,FQ312003.1,1509396,1510779,-,gene-SL1344_1407,SL1344_1407,15bc
caiD,1,0.020324,1.0,0.689298,d1,FQ312003.1,81727,82513,-,gene-SL1344_0071,SL1344_0071,15bc
ydiO,1,0.023549,1.0,0.689298,d1,FQ312003.1,1393555,1394707,-,gene-SL1344_1290,SL1344_1290,15bc
yciE,2,-0.21934,1.0,1.0,d1,FQ312003.1,1783259,1783766,+,gene-SL1344_1661,SL1344_1661,15bc
ydiJ,1,0.028721,1.0,0.689298,d1,FQ312003.1,1403355,1406412,+,gene-SL1344_1299,SL1344_1299,15bc
ugtL,2,0.013796,1.0,0.36965,d1,FQ312003.1,1648098,1648497,-,gene-SL1344_1531,SL1344_1531,15bc
SL1344_4148,1,0.027693,1.0,0.689298,d1,FQ312003.1,4454730,4455255,-,gene-SL1344_4148,SL1344_4148,15bc
